Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,TX,2023,12,Male,17,Right-Handed,188,33,189,1.33,Car,7,0.295,33,Table Tennis,750,600,600,550,900,900,33,Same length,11,12,Ring finger,February,Fall,Yes,No,Seafood,Milk,Mathematics and statistics,7.5,13-Dec,4,Yes - broadband connection,Text messaging,67,80,12-Jun,5,0.5,3,5,12-Jun,31,5-Apr,34,20,0,2-Jan,A lot,Graduate degree,Other,Freeze time,Happy,Business person,International aid
USA,PA,2023,11,Female,17,Right-Handed,160,18,,1,Car,6,0.669,43,Athletics,610,439,455,299,449,1000,19,Left foot,76.2,76.2,Same length,December,Summer,No,No,Seafood,Water,Other,6,9,4,Yes - other,Cell phone,20,15,30,40,2,15,30,0,7,1,1,0,10,0,Some,Some college,Rap/Hip hop,Telepathy,Rich,Sports person,Health
USA,NY,2023,11,Male,17,Right-Handed,,,,1,Rail (Train/Tram/Subway),45,0.82,52,Rowing,500,300,400,200,100,200,,,,,,April,Spring,No,No,Meat,Tea,Mathematics and statistics,8,9,4,Yes - other,Internet chat or instant messaging,60,150,2,1,4,2,1,2,1,1,1,0,0,2,Some,Some college,Rock and roll,Telepathy,Rich,Actor,Environment
USA,TX,2023,12,Female,17,Right-Handed,"6'7""",12,,1,Car,30,,,Other,,,,,,,,Same length,,,Ring finger,October,Winter,Yes,No,Poultry,Energy drink,Physical education,6,3,2,Yes - broadband connection,Text messaging,50,50,20,2,1,15,30,0,0,1,2,1,3,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Coach or club leader,Health
USA,CO,2023,12,Female,18=7,Right-Handed,170,2,164,2,Car,4,0.369,39,Basketball,898,594,401,540,695,695,26,Left foot,81,66,Index finger,February,Summer,No,No,Desserts,Water,English,7,9,4,Yes - broadband connection,Cell phone,50,25,10,3,7,2,2,4,6,4,18,1,8,2,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,Environment
USA,PA,2023,12,Male,18,Right-Handed,183,28,184,1,Car,3,0.279,34,Football (American),759,1000,743,540,267,754,29,Left foot,110,115,Ring finger,March,Summer,No,No,Seafood,Water,Mathematics and statistics,5.5,10,3,Yes - broadband connection,Cell phone,4,6,10,0,12,10,6,2,2,5,3,6,0,2,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Business person,Environment
USA,CA,2023,12,Female,18,Right-Handed,165,29,169,1,Car,8,0.576,33,Dancing,700,400,500,500,900,1000,28,Right foot,70,85,Ring finger,December,Summer,No,No,Desserts,Water,History,7,10,4,Yes - other,Text messaging,20,20,8,5,20,6,0,0,6,2,30,10,0,4,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,WA,2023,11,Male,17,Right-Handed,70,23,172,1,Car,20,0.288,35,Dancing,1000,82,533,533,1000,1000,9,Same length,75,80,Ring finger,May,Summer,Yes,No,Fruit,Water,Other,3,2,5,Yes - broadband connection,In person,12,12,0,0,0,0,0,9,2,30,9,2,5,1,Very little,Undergraduate degree,Techno/Electronic,Freeze time,Rich,Other,"Wildlife, animals"
USA,SC,2023,11,Female,17,Left-Handed,165,22,167,1,Car,15,0.393,24,Dancing,599,594,481,503,187,262,22,Same length,66,71,Index finger,November,Fall,Yes,No,Seafood,Tea,Music,8,9,8,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",32,27,4,3,10,140,14,3,21,7,5,14,0,14,Some,Undergraduate degree,Heavy metal,Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CA,2023,12,Male,16,Right-Handed,178,23,180,2,Walk,8,0.315,66,Basketball,500,456,843,355,123,238,23,Same length,80,79,Ring finger,January,Winter,No,No,Meat,Sports drink,English,6,8,7,Yes - other,"Myspace, Facebook, other social networking sites, or blog",90,178,4,0,0,1,4,1,6,6,13,0,0,0,None,Graduate degree,Country,Telepathy,Happy,Relative,Environment
USA,NY,2023,12,Female,17,Right-Handed,176,25,175.5,3,Bus,45,0.318,39,Walking/Hiking,1000,500,500,1000,1000,1000,24,Right foot,0.95,0.9,Index finger,June,Summer,No,No,Meat,Water,English,7,8,4,Yes - other,In person,5,20,15,0,5,1,1,8,20,1,40,0,15,0,Very little,High school,Other,Fly,Rich,Musician or singer,Education/Youth development
USA,PA,2023,11,Male,16,Left-Handed,181,27,190,1,Car,7,0.363,36,Hockey (Ice),500,500,500,500,1000,1000,27,Same length,20,14,Same length,August,Winter,Yes,No,Pizza/Pasta,Water,History,8,7,5,Yes - broadband connection,Text messaging,5,5,5,1,0,5,15,20,5,1,50,5,5,0,Very little,Some college,Rap/Hip hop,Freeze time,Happy,Sports person,International aid
USA,SC,2023,11,Male,18,Right-Handed,180,304,187,1,Car,20,0.295,43,Table Tennis,1000,1000,1000,1000,1000,1000,304,Same length,100,100,Same length,February,Fall,No,No,Pizza/Pasta,Water,Social studies,9,10,2,Yes - broadband connection,Internet chat or instant messaging,120,120,50,8,5,3,0,50,100,100,100,20,12,1,Some,Graduate degree,Other,Telepathy,Healthy,Relative,International aid
USA,MD,2023,12,Male,18,Left-Handed,,28,,2,Car,15,0.715,58,Basketball,1000,1000,400,1000,600,1000,28,Same length,,,,December,Fall,No,No,Meat,Water,History,7,9,5,Yes - broadband connection,Text messaging,20,25,,,,,,,,,,,,,,,,,,,
USA,NY,2023,12,Male,16,Right-Handed,,,,1,Rail (Train/Tram/Subway),40,0.37,60,Athletics,10000,10000,10000,10000,10000,10000,,Left foot,,,Ring finger,April,Spring,Yes,No,,Water,Science,8,12,3,Yes - broadband connection,In person,20,20,10000,,10000,,,,99999,,,99999,,,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,,
USA,AL,2023,12,Female,18,Right-Handed,157.5,23.5,157.5,1,Car,8,0.367,43,Walking/Hiking,775,684,786,695,503,701,23.5,Same length,63.5,63.5,Same length,January,Fall,No,No,Breads/Sandwiches,Water,English,6,8,4,Yes - other,Internet chat or instant messaging,150,100,70,25,2,5,5,0,2,50,3,15,30,6,Some,Some college,Rap/Hip hop,Telepathy,Rich,Business person,Environment
USA,OR,2023,10,Male,16,Right-Handed,186,11,186,1,Walk,5,0.376,39,Walking/Hiking,500,500,800,700,1000,1000,8,Same length,100,100,Same length,March,Winter,No,No,Breads/Sandwiches,Water,History,7,9,4,Yes - broadband connection,Internet chat or instant messaging,5,5,6,0,1,5,5,25,0,2,3,2,0,3,Very little,Other,Heavy metal,Invisibility,Happy,Relative,Health
USA,NC,2023,11,Female,16,Right-Handed,168,,,1,Car,8,0.626,44,Other,658,390,668,578,850,1000,,Right foot,,,Ring finger,August,Fall,No,No,Breads/Sandwiches,Water,History,7-Jun,11-Oct,4,Yes - other,Internet chat or instant messaging,0,20,4,2,3,2,0,4,12,1,2,0,0,3,Some,Undergraduate degree,Pop,Invisibility,Happy,Friend,Health
USA,TX,2023,12,Female,18,Right-Handed,157,22,155,2,Car,10,0.415,34,Dancing,684,674,850,807,396,791,20,Right foot,100,80,Index finger,December,Fall,Yes,No,No favorite,Water,Other,6,10,5,Yes - broadband connection,Text messaging,450,500,5,10,7,10,3,0,14,11,8,9,5,2,A lot,Graduate degree,Pop,Telepathy,Happy,Musician or singer,"Wildlife, animals"
USA,WA,2023,11,Female,16,Right-Handed,144,24,146,2,Car,5,0.342,57,Other,0,465,465,465,0,465,24,Same length,65,70,Ring finger,July,Summer,No,No,Seafood,Water,Mathematics and statistics,8,9,5,Yes - other,Telephone,60,60,33,,,,,,,,,,,,,,,,,,
USA,AL,2023,12,Male,17,Right-Handed,162.6,25,163,1,Car,0.423,,38,Swimming,850,400,650,800,1000,1000,25,Left foot,65,75,Ring finger,July,Fall,No,No,Meat,Milk,Science,4,8,2,Yes - other,Internet chat or instant messaging,>100,>100,10,0,0,2,0,30,0,30,40,30,0,2,A lot,Some college,Other,Freeze time,Happy,Other,Environment
USA,VT,2023,12,Female,15,Right-Handed,"5,2",idk,idk,1,Car,2,1.115,,Basketball,,,,,,,idk,,,,Ring finger,May,Fall,No,No,Rice/Noodle dishes,Water,Art,6,8,3,Yes - dial-up connection,Cell phone,20,100,1,1,0,1,50,0,3,1,1,5,30,7,Some,Graduate degree,Country,Fly,Happy,Relative,Health
USA,NH,2023,12,Male,17,Right-Handed,172.7,,,2,Car,6,0.408,37,Other,600,700,600,600,400,400,,Right foot,,,Same length,February,Winter,Yes,No,No favorite,Water,Other,7,8,3,Yes - broadband connection,Internet chat or instant messaging,15,17,12,1,9,6,4,24,16,3,148,0,8,3,Some,Graduate degree,Punk rock,Freeze time,Happy,Friend,Education/Youth development
USA,WA,2023,11,Male,16,Right-Handed,157,30,60,2,Car,3,0.467,37,Hockey (Ice),711,909,1000,925,508,545,30,Same length,11,11,Same length,June,Fall,Yes,No,No favorite,Water,History,7-Jun,7-May,6-May,Yes - other,In person,20,15,12,1,5,9,10,12,5,2,7,4,1,3,Some,Other,Rock and roll,Freeze time,Happy,Relative,Health
USA,AL,2023,12,Female,18,Right-Handed,5'4,9,163,1,Car,25,0.361,53,Other,50,1000,700,700,500,10000,8,Same length,1,1,Same length,February,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Other,7,8,4,Yes - dial-up connection,Internet chat or instant messaging,20,10,1 h,24/7,0,2,2,1,24/7,24/7,24/7,24/7,6,1,None,Some college,Country,Telepathy,Happy,Friend,Health
USA,NC,2023,12,Male,16,Right-Handed,177.8,28,189,2,Car,8,0.347,28,Basketball,599,658,235,535,37,400,28,Same length,90,80,Index finger,June,Summer,No,No,Pizza/Pasta,Water,Physical education,6,7,3,Yes - other,Text messaging,150,120,5,30,1,4,10,0,24,24,5,0,20,10,A lot,Some college,Other,Freeze time,Rich,Musician or singer,Health
USA,NC,2023,12,Male,16,Right-Handed,168,22,154,2,Car,20,0.339,44,Other,900,800,800,900,750,750,23,Left foot,61,65,Ring finger,August,Winter,No,No,Pizza/Pasta,Water,Computers and technology,5,10,5,Yes - other,Internet chat or instant messaging,52,59,3,5,20,4,7,20,6,5,30,10,0,2,A lot,Undergraduate degree,Pop,Invisibility,Rich,Business person,Health
USA,PA,2023,11,Male,16,Left-Handed,172,23,244,2,Car,5,0.509,35,Athletics,1000,1000,182,310,701,1000,23,Same length,117,127,Ring finger,May,Summer,No,No,Seafood,Tea,Physical education,7,9,4,Yes - broadband connection,Text messaging,12,14,6,1,2,4,12,8,2,1,14,5,8,1,Some,Graduate degree,Rap/Hip hop,Telepathy,Rich,Doctor or nurse,Health
USA,GA,2023,9,Male,16,Left-Handed,6,26,160,1,Car,15,0.33,46,None,1000,900,900,750,500,500,24,Right foot,9,7,Index finger,October,Winter,No,No,Meat,Water,History,7,9,5,Yes - other,In person,50,50,10,1,0,10,7,8,6,2,10,8,0,2,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,International aid
USA,NY,2023,12,Female,16,Right-Handed,159,22,160,3,Rail (Train/Tram/Subway),65,0.15,49,Bowling,100,100,100,100,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A lot,Graduate degree,Pop,Telepathy,Rich,Teacher,International aid
USA,WA,2023,11,Female,17,Right-Handed,60,19,59,2,Car,15min,0.174,149,Athletics,1,2,3,4,5,6,19,Right foot,8,7,Index finger,October,Summer,Yes,No,Seafood,Water,English,9,6,6,Yes - broadband connection,Cell phone,idk,idk,1hr,2hr,3hr,1,1,1,1,3,2,1,1,3,Some,Less than high school,Country,Fly,Rich,Relative,Religious
USA,TX,2023,12,Male,17,Right-Handed,196,24,56,1,Car,15,0.371,180,Other,690,700,720,500,300,200,24,Same length,51,51,Same length,June,Fall,No,No,Meat,Soft drink (caffeinated),Other,7,6,3,Yes - broadband connection,Text messaging,15,26,20,5,0,8,5,8,12,3,2,10,20,7,Very little,High school,Rap/Hip hop,Super strength,Rich,Relative,"Wildlife, animals"
USA,MS,2023,12,Female,17,Right-Handed,166,22,170,1,Car,12,0.455,33,Athletics,800,950,1000,1000,500,1000,20,Right foot,7,8,Ring finger,June,Summer,Yes,No,Pizza/Pasta,Powdered drink,Physical education,7,9,3,Yes - other,In person,9,13,2,70,5,4,1,0,6,20,7,4,35,1,Some,Other,Rhythm and blues (R&B),Telepathy,Happy,Sports person,Health
USA,MS,2023,12,Female,18,Ambidextrous,165,24,162,1,Car,20,0.649,37,Dancing,700,0,1000,1000,500,800,22,Right foot,70,65,Ring finger,May,Summer,Yes,No,Seafood,Soft drink (caffeinated),Art,8.5,10,3,Yes - other,Text messaging,8,15,7,0,1,8,2,3,9,8,10,6,2,10,Very little,Graduate degree,Pop,Telepathy,Rich,Other,"Wildlife, animals"
USA,CA,2023,12,Female,17,Right-Handed,62,24,62,2,Car,20,0.662,45,Other,1000,800,900,700,700,1000,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IN,2023,11,Female,17,Right-Handed,160,23.5,156,2,Bus,10,0.426,35,Tennis,800,600,300,400,900,950,23.5,Same length,73,66,Index finger,January,Spring,No,No,Other,Water,Science,8,10,4,Yes - other,Text messaging,17,53,2,0,37,1,0.5,3,4,2,40,0,3,3,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,International aid
USA,NC,2023,12,Male,17,Right-Handed,183,26,183,1,Car,5,0.637,46,Lacrosse,70,50,700,700,800,900,26,Same length,82,87,Ring finger,April,Winter,No,No,Meat,Water,History,5,10,5,Yes - broadband connection,Text messaging,10,10,6,1,15,4,6,21,2,2,30,1,0,3,Some,Graduate degree,Rock and roll,Super strength,Happy,Religious figure,Religious
USA,WA,2023,11,Female,15,Right-Handed,150,23,62,1.5,Bus,30,2,59,Baseball/Softball,2,10,60,20,0,20,23,Same length,50,4.5,Ring finger,July,Summer,No,No,Rice/Noodle dishes,Tea,Music,8,4,12,No internet connection,Text messaging,35,50,5,0,10,30,45,0,4,4,5,20,25,30,A lot,Graduate degree,Rock and roll,Telepathy,Happy,Friend,"Arts, culture, sports"
USA,WA,2023,11,Female,16,Right-Handed,156,23,145,2,Car,15-Dec,0.364,0.393,Walking/Hiking,1000,920,920,192,100,100,22,Right foot,70,70,Same length,March,Fall,Yes,No,Rice/Noodle dishes,Water,Art,4,10+,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",100+,100+,20+,6,7,7,0.5,30+,7,30+,30+,0,0,7,A lot,Some college,Punk rock,Fly,Rich,Friend,"Wildlife, animals"
USA,PA,2023,11,Female,16,Right-Handed,149.8,,,1,Car,7,0.587,54,Other,900,900,800,900,700,900,,,,,Ring finger,August,Fall,Yes,No,Rice/Noodle dishes,Water,English,7,10,4,Yes - broadband connection,In person,3,3,3,0,5,4,2,2,10,1,12,2,0,1,Some,Undergraduate degree,Other,Freeze time,Healthy,Relative,Health
USA,SC,2023,11,Female,17,Right-Handed,149.8,,,1,Car,8,0.415,36,Running/Jogging,1000,1000,578,578,834,1000,,,,,,July,Spring,Yes,No,Pizza/Pasta,Sports drink,English,7-Aug,11-Oct,4,Yes - broadband connection,Cell phone,100,100,10,10,4,6,10,13,13,10,9,5,9,4,A lot,Undergraduate degree,Rhythm and blues (R&B),Freeze time,Happy,Relative,Education/Youth development
USA,SC,2023,12,Female,18,Right-Handed,173,15,60.9,2,Car,14,,,Dancing,,,,,,,15,Same length,70,80,Ring finger,November,Summer,No,No,Poultry,Water,Art,7,10,4,Yes - broadband connection,Internet chat or instant messaging,50,50,16,0,0,,,,,,,,,,,,,,,,
USA,WA,2023,10,Male,15,Right-Handed,179,27.94,178,1,Car,5 min,0.32,73,Baseball/Softball,16,64,262,337,578,1000,27.94,Same length,90,90,Same length,February,Summer,No,No,Rice/Noodle dishes,Water,Physical education,7,10,5,Yes - dial-up connection,Internet chat or instant messaging,"1,900",2000,14,5,2,14,15,15,14,2,13,5,27,5,Very little,High school,Rap/Hip hop,Super strength,Rich,Relative,Health
USA,NY,2023,12,Male,16,Right-Handed,188,30.5,,2,Bicycle,6,0.307,40,Soccer,700,600,1000,900,300,300,30.5,Same length,93,98,Ring finger,September,Spring,No,No,No favorite,Water,Physical education,7,13,5,Yes - broadband connection,Text messaging,20,20,24,7,2,1,20,4,70,4,48,20,0,6,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Religious figure,Religious
USA,NC,2023,12,Male,17,Right-Handed,176.7,26,173,1,Car,6,0.369,35,Lacrosse,726,642,714,832,900,947,26.4,Left foot,94,97,Ring finger,May,Summer,Yes,No,Pizza/Pasta,Water,Physical education,8,10,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",160,173,24,10,0.1,28,12,0.8,0,8,70,2,20,5,Some,Graduate degree,Reggae,Freeze time,Rich,Other,"Arts, culture, sports"
USA,PA,2023,12,Female,17,Right-Handed,157.5,25.5,152.5,1,Car,20,0.3,38,Tennis,1000,1000,700,1000,600,800,25.5,Same length,70,67.5,Index finger,March,Spring,No,No,Breads/Sandwiches,Water,Languages,6,10-Aug,4,Yes - other,In person,20,20,0,2,2,84,0,20,24,1,24/7,0,16,7,Some,Undergraduate degree,Pop,Telepathy,Rich,Musician or singer,"Arts, culture, sports"
USA,WI,2023,12,Female,18,Right-Handed,171,26,172,1,Car,10,0.733,38,Bowling,800,700,600,550,850,900,26,Same length,102,107,Ring finger,January,Fall,Yes,No,Rice/Noodle dishes,Water,Science,6,8,4,Yes - broadband connection,Text messaging,50,75,5,7,5,5,1,9,25,5,40,7,20,5,A lot,Undergraduate degree,Other,Invisibility,Happy,Musician or singer,Other
USA,CA,2023,12,Male,18,Right-Handed,185,29,,2,Bicycle,15,0.826,45,None,900,600,900,950,800,800,29,Same length,79,78,Index finger,October,Winter,No,No,Rice/Noodle dishes,Juice,Computers and technology,6,8.5,4,Yes - broadband connection,Cell phone,100,100,10,0,15,3,0,5,30,10,64,0,0,0,Some,High school,Jazz,Freeze time,Happy,Other,Health
USA,NJ,2023,12,Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2023,12,Female,18,Right-Handed,5'4,28,28,1,Car,30,0.397,43,None,674,642,807,845,96,829,28,Same length,100,700,Index finger,December,Winter,No,No,Pizza/Pasta,Water,Art,7,9,5,Yes - other,Cell phone,20,40,3,0,0,1,2,4,1,1,4,3,6,1,Very little,Graduate degree,Pop,Telepathy,Rich,Other,Health
USA,SC,2023,12,Male,17,Right-Handed,178,27,178,1,Car,25,0.286,46,Walking/Hiking,775,786,706,802,1000,1000,27,Same length,,,,November,Spring,No,No,Rice/Noodle dishes,Water,History,6,8,4,Yes - broadband connection,Cell phone,50,75,15,5,0,5,8,0,2,4,10,5,0,3,Very little,High school,Country,Telepathy,Happy,Other,"Wildlife, animals"
USA,TX,2023,12,Female,18,Left-Handed,149,21,141,2,Car,12,0.378,36,Martial Arts,920,900,830,715,975,1000,20.5,Right foot,81,80,Index finger,November,Winter,Yes,No,Meat,Tea,Other,4,8,3,Yes - broadband connection,Text messaging,31,37,6,2,2,3,3,5,15,2,50,15,0,15,Some,Undergraduate degree,Pop,Fly,Rich,Actor,"Wildlife, animals"
USA,NY,2023,11,Male,17,Right-Handed,170,,,3,Rail (Train/Tram/Subway),40,0.31,30,Martial Arts,904,791,797,904,1000,1000,,Same length,,,Same length,March,Winter,No,No,No favorite,Water,Computers and technology,7,9,4,Yes - broadband connection,Text messaging,500,1000,4,4,10,10,8,9,25,20,25,3,0,10,Some,Some college,Pop,Freeze time,Healthy,Relative,Education/Youth development
USA,NY,2023,12,Female,18,Left-Handed,157,,129,2,Bus,30,,44,Running/Jogging,1000,1000,1000,1000,5,5,20,Same length,10.5,7,Ring finger,July,Fall,No,No,Soups,Water,Physical education,7,9,4,Yes - broadband connection,Cell phone,6,5,7,0,3,12,2,7,3,2,6,4,0,0,Some,Graduate degree,Pop,Freeze time,Happy,Musician or singer,Environment
USA,AK,2023,12,Female,16,Right-Handed,4’11,203cm,133,2,Car,10,0.695,50sec,Other,1000,1000,500,500,300,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,AL,2023,12,Male,18,Right-Handed,183,56,168,1,Car,15,0.35,42,Football (American),1000,1000,1000,1000,500,500,40,Same length,12,17,Ring finger,May,Summer,No,No,Meat,Water,Other,7,9,5,Yes - broadband connection,Text messaging,200,200,6,0.1,3,12,2,20,1,25,11,20,20,2,Very little,Undergraduate degree,Classical,Freeze time,Happy,Relative,Religious
USA,VT,2023,12,Male,16,Right-Handed,179,idk,idk,1,Bus,30min,0.383,26sec,Football (American),1000,1000,1000,1000,0,0,idk\,Same length,idk,idk,,June,Summer,Yes,No,Meat,Water,Other,idk,24,4,Yes - other,Text messaging,0,0,0,2,0,0,3,15,3,0,0,0,0,0,Some,High school,,Telepathy,Famous,,
USA,NC,2023,12,Female,16,Right-Handed,155,,,2,Car,10,,,Tennis,800,600,450,600,200,1000,,,,,,October,Fall,Yes,No,Rice/Noodle dishes,Water,Music,6,9,4,Yes - other,Text messaging,50,,,,,,,,,,,,,,A lot,Some college,Pop,Telepathy,Happy,Musician or singer,Environment
USA,MD,2023,12,Female,18,Right-Handed,152,23,150,2,Car,10,0.765,43,Dancing,802,663,283,829,647,845,23,Same length,76,55,Index finger,December,Spring,No,No,Fruit,Water,Languages,5,8,4,Yes - other,Text messaging,30,20,5,0,8,3,10,15,10,2,10,10,20,2,A lot,Graduate degree,Other,Fly,Happy,Musician or singer,Environment
USA,SC,2023,11,Female,16,Right-Handed,162.6,24.2,71.1,1,Car,25,0.534,83,Walking/Hiking,100,500,700,800,900,1000,24.18,Same length,76,86.36,Ring finger,April,Spring,Yes,No,Meat,Soft drink (caffeinated),Art,7,6,2,Yes - broadband connection,Text messaging,20,15,50,24,30,35,0,5,10,45,50,10,0,10,A lot,Graduate degree,Gospel,Telepathy,Happy,Religious figure,Education/Youth development
USA,MN,2023,10,Male,16,Ambidextrous,5''9,93.98,175.9,2,Car,30,0.299,45,Basketball,754,749,610,781,401,535,30.4,Same length,60,60,Same length,November,Summer,Yes,No,Pizza/Pasta,Other,English,6,7,1,Yes - dial-up connection,In person,0,0,5,0,5,5,20,0,2,1,2,0,10,10,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,"Arts, culture, sports"
USA,SC,2023,11,Female,18,Ambidextrous,132,22,154,2,Car,10,0.362,37,Other,1000,900,950,860,400,550,22,Same length,81,74,Index finger,October,Fall,Yes,No,Poultry,Coffee,Science,5,8,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",26,50,4,0,1,2,12,1,5,1,2,1,22,2,A lot,Graduate degree,Country,Telepathy,Rich,Friend,"Wildlife, animals"
USA,SC,2023,11,Male,17,Right-Handed,177.8,55.07,150.8,1,Car,20min,0.454,88,Baseball/Softball,176,198,390,551,176,738,49.8,,5,5,Same length,June,Fall,No,No,Meat,Tea,Music,8,10,3,Yes - other,In person,150,300,9hrs,1hr,45min,2hr,12hr,3hr,5hr,5hr,5hr,1hr,1hr,1hr,A lot,Graduate degree,Rap/Hip hop,Super strength,Healthy,Coach or club leader,"Arts, culture, sports"
USA,NC,2023,12,Male,17,Right-Handed,221,27,221,1,Car,10,0.206,60,Gymnastics,70,70,60,50,80,80,27,Same length,75,80,Ring finger,December,Summer,No,No,Other,Water,Music,7,9,4,Yes - broadband connection,Internet chat or instant messaging,5,30,10,3,0,3,12,0,5,1,20,0,20,2,Very little,High school,Rap/Hip hop,Super strength,Happy,Musician or singer,"Arts, culture, sports"
USA,SC,2023,11,Male,16,Left-Handed,180.3,25.4,180.3,1,Car,14,0.37,38,Other,0,0,0,0,1000,1000,25.4,Same length,76,76,Same length,March,Fall,No,No,Pizza/Pasta,Water,Physical education,6,4,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",14,13,0,1,10,3,2,35,40,30,100,3,0,15,Some,High school,Other,Fly,Rich,Actor,Other
USA,CA,2023,12,Male,18,Right-Handed,167,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rich,Friend,Religious
USA,NY,2023,12,Female,17,Right-Handed,175.5,19.4,175.5,2,Car,45,0.291,36,Lacrosse,642,278,500,700,1000,1000,19.4,Same length,80,75,Index finger,October,Spring,Yes,Yes,Desserts,Water,Physical education,6,9,4,Yes - broadband connection,Text messaging,200,280,10,16,15,10,10,2,14,14,19,8,0,4,A lot,Graduate degree,Pop,Telepathy,Happy,Relative,International aid
USA,TX,2023,12,Male,16,Right-Handed,177,12,182,1,Car,6,0.328,39,Golf,0.92,0.143,0.896,0.911,0.523,0.478,12,Same length,90,100,Ring finger,May,Summer,Yes,No,Meat,Water,Physical education,7,6,5,Yes - broadband connection,Text messaging,10,10,35,2,12,30,8,1,5,2,13,8,5,10,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Other,Health
USA,NY,2023,12,Male,17,Right-Handed,,,,2,Rail (Train/Tram/Subway),60,0.652,57,Tennis,60,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,12,Male,17,Right-Handed,163,23,164,1,Bus,35,0.365,35,Dancing,1000,968,711,1000,1000,1000,23,Same length,60,70,Ring finger,April,Spring,No,No,Rice/Noodle dishes,Water,Mathematics and statistics,6,11,4,Yes - broadband connection,Text messaging,32,36,15,5,12,12,1.5,3,24,3,45,8,0,23,A lot,Graduate degree,Pop,Fly,,Other,Environment
USA,SC,2023,12,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,MS,2023,12,Female,18,Right-Handed,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2023,12,Female,17,Right-Handed,174,24.6,130,2,Car,13,0.445,35,Dancing,1000,750,1000,1000,600,600,24.7,Left foot,85,89,Ring finger,March,Spring,No,No,No favorite,Water,Mathematics and statistics,7.5,9,4,,Text messaging,100,100,6,7,20,5,4,0,4,4,4,6,4,4,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,Environment
USA,MI,2023,12,Male,17,Right-Handed,187,27.1,180,1,Car,10,0.276,40,Soccer,615,610,1000,604,1000,1000,27.1,Same length,190,170,Index finger,January,Winter,No,No,Poultry,Water,History,8,10,3,Yes - broadband connection,In person,5,5,5,0,10,5,12,6,5,2,30,2,20,5,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Health
