Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2018,12,TX,Female,17,66.54,66.93,26,70,Bus,13,1,51,Soccer,March,Winter,Art,6,8,4,Graduate degree,Fly,Doctor or nurse,169,170
2018,12,PA,Male,18,68.98,70.87,25.4,85,Car,15,0,37,Basketball,August,Summer,Science,7,8,4,Graduate degree,Freeze time,Relative,175.2,180
2021,12,CA,Female,16,67.32,61.81,23,90,Car,8,0,36,Walking/Hiking,December,Winter,Other,7,9,4,Graduate degree,Fly,Relative,171,157
2019,12,FL,Male,16,70.87,71.06,27,105,Car,15,1,45,Basketball,July,Fall,Computers and technology,6,13,4,Graduate degree,Telepathy,Other,180,180.5
2020,9,MI,Female,14,63.39,66,25,90,Car,20,0,37,Gymnastics,September,Spring,Mathematics and statistics,7,7.5,8,Graduate degree,Fly,Sports person,161,167.64
2019,12,MD,Male,16,70.47,72.05,28,89,Bus,40,0,38,Other,August,Summer,Computers and technology,6,9,3,Graduate degree,Invisibility,Friend,179,183
2019,12,NY,Female,17,64.96,65.75,24,100,Railway,45,1,36,Skateboarding/Rollerblading,December,Fall,Mathematics and statistics,6,9,4,Undergraduate degree,Freeze time,Teacher,165,167
2019,12,NH,Female,16,63.98,65,25,90,Car,7,0,42,Dancing,July,Summer,Social studies,6,8,4,Graduate degree,Invisibility,Actor,162.5,165.1
2019,12,KY,Female,17,68.11,63.78,22,75,Car,35,0,38,Lacrosse,September,Fall,History,4,12,3,Graduate degree,Telepathy,Relative,173,162
2019,12,CA,Male,16,62.99,66.93,25,95,Bicycle,5,0,37,Other,April,Fall,Science,5,10,4,Graduate degree,Super strength,Actor,160,170
2019,12,SC,Male,17,66.93,62.6,23,80,Car,10,0,32,Other,July,Fall,Social studies,6,9,4,Undergraduate degree,Freeze time,Teacher,170,159
2021,12,SC,Male,17,70.87,73.23,28,90,Car,20,0,50,Golf,May,Winter,Computers and technology,6,9,3,Graduate degree,Freeze time,Business person,180,186
2018,11,MI,Male,17,70.47,73.23,35.56,81,Car,5,0,48,Other,July,Spring,Art,6,9,4,High school,Freeze time,Coach or club leader,179,186
2019,12,WA,Female,17,62.36,60,21,80,Walk,10,0,64,Swimming,February,Winter,Art,6,8,4,Graduate degree,Fly,Politician,158.4,152.4
2019,12,CA,Male,17,72.83,75.59,27,75,Walk,15,1,53,Basketball,July,Winter,Mathematics and statistics,8,6,3,Graduate degree,Freeze time,Doctor or nurse,185,192
2020,12,CA,Male,16,68.39,70.98,24,78,Bus,10,0,29,Swimming,October,Winter,Mathematics and statistics,9,11,5,Graduate degree,Freeze time,Other,173.7,180.3
2018,12,NC,Male,17,70.08,70.08,26,73,Car,5,1,34,Other,April,Fall,Science,7,10,3,Graduate degree,Freeze time,Politician,178,178
2018,11,SC,Female,17,64.96,47.24,22,88.9,Car,15,1,49,Swimming,February,Spring,Other,8,12,2,Graduate degree,Telepathy,Actor,165,120
2021,12,CA,Female,16,65.35,65.35,22,90,Bus,55,1,47,Tennis,February,Fall,Science,7,10,2,Graduate degree,Telepathy,Relative,166,166
2021,12,CA,Female,17,70.47,66.54,26,105,Car,10,1,45,Dancing,January,Spring,English,7,9,5,Graduate degree,Fly,Relative,179,169
2018,12,FL,Male,17,74.02,70.87,29,88,Car,30,1,36,Cycling,February,Summer,Music,4,5,4,Graduate degree,Super strength,Musician or singer,188,180
2019,12,MA,Female,17,67.13,66.54,24,75,Car,10,0,45,Dancing,July,Summer,English,6,8,4,Some college,Telepathy,Relative,170.5,169
2020,12,AZ,Male,16,72.99,77.95,29.5,95,Car,7,0,45,Basketball,August,Winter,Science,7,13,5,Undergraduate degree,Telepathy,Other,185.4,198
2019,10,OR,Female,15,62.99,62.2,19,90,Car,10,0,44,Other,October,Fall,Music,7,7,6,Some college,Fly,Other,160,158
2019,12,CA,Female,16,64.96,66.93,20,76,Car,6,1,57,Soccer,August,Winter,Mathematics and statistics,6,5,5,Other,Telepathy,Sports person,165,170
2019,12,RI,Female,17,63.39,39.37,20,75,Car,15,0,46,Tennis,August,Fall,Art,6,9,3,Graduate degree,Fly,Relative,161,100
2018,12,CA,Female,17,59.21,57.99,22,70,Car,5,0,34,Swimming,December,Fall,Science,6,8,4,Graduate degree,Telepathy,Friend,150.4,147.3
2019,12,NE,Female,17,65.35,65.35,23.8,70,Car,20,1,43,Dancing,February,Fall,Art,7,10,3,Graduate degree,Fly,Other,166,166
2019,11,GA,Male,16,72.83,80.31,26,78,Bus,93,0,33,Baseball/Softball,September,Fall,Mathematics and statistics,7,9,3,Graduate degree,Freeze time,Business person,185,204
2021,11,UT,Male,16,72.05,72.44,28,106,Car,4,0,41,Swimming,July,Summer,Physical education,7,10,6,Some college,Telepathy,Relative,183,184
2019,12,CA,Female,19,66.54,61.81,23,64,Car,35,1,44,Walking/Hiking,September,Fall,History,5,8,3,Undergraduate degree,Fly,Coach or club leader,169,157
2018,12,OH,Female,18,63.39,64.57,22,77,Car,10,0,41,Dancing,October,Fall,Art,7,9,5,Graduate degree,Fly,Relative,161,164
2021,12,CA,Male,17,64.57,62.6,24,95,Bus,50,0,58,Walking/Hiking,September,Winter,Art,6,8,3,Graduate degree,Freeze time,Other,164,159
2021,12,PA,Male,17,65.94,64.57,24,70,Car,8,0,35,Golf,December,Fall,Mathematics and statistics,6,8,6,Graduate degree,Super strength,Relative,167.5,164
2021,12,CA,Female,17,67.52,72,24,90,Car,1,0,40,Basketball,April,Winter,Other,6,12,2,Some college,Telepathy,Relative,171.5,182.88
2018,12,CA,Male,17,67.72,64,26.8,70,Walk,5,0,47,Soccer,April,Spring,History,7,10,4,Graduate degree,Fly,Other,172,162.56
2019,10,NY,Female,15,62,59.06,22,64,Railway,60,0,33,Swimming,June,Winter,Computers and technology,6,12,4,Graduate degree,Freeze time,Other,157.48,150
2019,12,CA,Female,18,63.98,70.7,24.1,62,Walk,30,1,54,Walking/Hiking,September,Winter,Science,7,7,3,Graduate degree,Super strength,Other,162.5,179.578
2022,12,IN,Female,18,62.2,62.99,21,65,Car,5,1,34,Swimming,September,Fall,Art,6,8,6,Undergraduate degree,Telepathy,Teacher,158,160
2020,11,NC,Female,17,62.99,51.18,23,70,Car,5,1,46,Gymnastics,February,Summer,Social studies,6,9,3,Graduate degree,Fly,Friend,160,130
2020,11,IN,Male,17,66.54,66.14,25,90,Car,10,0,61,Baseball/Softball,August,Summer,English,10,8,4,Less than high school,Telepathy,Relative,169,168
2019,11,WA,Female,16,64.96,66.93,24,70,Car,10,0,40,Walking/Hiking,December,Summer,Computers and technology,7,10,5,Graduate degree,Invisibility,Friend,165,170
2022,11,NC,Male,17,71.26,74.8,27,90,Bus,13,0,26,Other,July,Summer,Mathematics and statistics,6.5,8,3,Other,Freeze time,Other,181,190
2019,12,AZ,Female,17,63.39,62,24,73,Car,13,0,49,Gymnastics,May,Fall,English,6,7,3,Graduate degree,Freeze time,Friend,161,157.48
2022,12,NC,Female,17,62.99,60.24,24.5,65,Car,30,0,30,Gymnastics,August,Summer,English,7,9.5,6,Graduate degree,Invisibility,Teacher,160,153
2020,12,OK,Female,16,67.32,67.72,24,97,Car,20,0,34,Other,August,Fall,Science,6,8,3,Graduate degree,Telepathy,Business person,171,172
2021,9,MA,Female,14,60.98,60.98,23,40,Bus,15,0,34,Swimming,October,Fall,Science,7,10,3,Graduate degree,Freeze time,Doctor or nurse,154.9,154.9
2018,11,VA,Female,17,65.75,60.63,22,70,Car,10,1,52,Dancing,July,Summer,Science,7,9,3,Graduate degree,Invisibility,Doctor or nurse,167,154
2020,12,IL,Male,17,68.9,68,24,76,Car,7,0,34,Athletics,December,Winter,History,8,8,3,Graduate degree,Freeze time,Relative,175,172.72
2020,12,TX,Female,17,60,58.27,23,70,Car,15,1,59,None,August,Spring,Art,7,12,4,Graduate degree,Telepathy,Musician or singer,152.4,148
2021,11,TX,Male,17,68.9,70.08,28,42,Car,15,1,48,Soccer,August,Winter,Computers and technology,7,9,5,Graduate degree,Freeze time,Business person,175,178
2019,11,MA,Female,17,62.99,61.02,22,60,Car,15,0,39,Swimming,February,Fall,English,5,9,3,Graduate degree,Telepathy,Relative,160,155
2021,11,WA,Female,17,65.75,39.37,20,101,Car,10,0,62,Other,December,Summer,Art,8,7,4,Some college,Freeze time,Politician,167,100
2018,12,PA,Female,17,66.5,63.39,22.4,96,Car,10,1,41,Walking/Hiking,February,Spring,English,5,7,3,Graduate degree,Freeze time,Community leader or elder,168.9,161
2018,12,CA,Male,17,70.08,69.29,20,89,Car,11,0,45,Swimming,July,Summer,Science,5,8,4,Graduate degree,Fly,Relative,178,176
2018,11,NC,Male,16,68.9,70.08,24,88.9,Car,20,0,36,Soccer,May,Summer,Science,7,9,4,Graduate degree,Telepathy,Actor,175,178
2020,12,OH,Male,17,70.98,69.8,27,90,Car,5,0,34,Baseball/Softball,September,Summer,Science,8,9,5,Undergraduate degree,Telepathy,Musician or singer,180.3,177.3
2020,11,NC,Male,16,67.72,69.29,25,83,Car,5,0,28,Basketball,March,Spring,Computers and technology,6.5,11,3,Graduate degree,Telepathy,Other,172,176
2020,12,MA,Male,17,65.98,68.98,26.67,76.2,Railway,45,0,30,Running/Jogging,October,Fall,Science,6,9,7,Other,Telepathy,Other,167.6,175.2
2018,12,OH,Female,17,60.63,59.06,22,70,Bus,20,4,54,Dancing,July,Summer,Social studies,7,8,7,High school,Telepathy,Doctor or nurse,154,150
2020,12,TN,Male,17,68.11,66.93,23,90,Car,10,0,33,Other,February,Winter,Computers and technology,5,6,3,Undergraduate degree,Freeze time,Friend,173,170
2022,11,NC,Female,18,66.14,66.14,24,80,Car,10,1,50,Other,November,Summer,English,7,8,4,Undergraduate degree,Freeze time,Actor,168,168
2018,9,MI,Female,14,59.84,64.96,22,70,Car,20,1,48,Basketball,August,Fall,History,7,10,5,Graduate degree,Telepathy,Relative,152,165
2021,12,NC,Male,17,70.87,68.5,26,50,Car,6,0,38,Football (American),May,Summer,Physical education,7.5,7,3,High school,Telepathy,Friend,180,174
2020,12,NC,Male,17,70.98,75.2,26.5,80,Walk,5,0,55,Swimming,March,Fall,Social studies,7,9,4,Graduate degree,Freeze time,Relative,180.3,191
2020,12,CA,Female,17,61.81,61.42,21,70,Car,10,0,38,Swimming,May,Spring,Music,7,12,6,Graduate degree,Telepathy,Relative,157,156
2018,12,NC,Female,17,68.11,68.9,26.5,76,Car,12,0,27,Martial Arts,July,Winter,Physical education,5,9,5,Graduate degree,Fly,Relative,173,175
2018,11,GA,Male,15,65.75,63.39,24,83,Car,5,0,51,Soccer,January,Summer,Mathematics and statistics,8,10,5,Graduate degree,Invisibility,Relative,167,161
2020,10,IN,Male,15,71.26,72.83,25,88,Bus,40,0,45,Hockey (Ice),December,Winter,History,9,11,4,Undergraduate degree,Freeze time,Relative,181,185
2021,11,FL,Male,16,68.5,66.93,26,100,Car,15,0,37,Other,August,Fall,History,6,9,5,Undergraduate degree,Invisibility,Relative,174,170
2019,12,NY,Male,17,70.87,73.23,26,90,Railway,45,0,38,None,February,Summer,English,6,6.5,4,Graduate degree,Freeze time,Other,180,186
2022,12,NC,Female,18,63.78,59.45,25,63.5,Bus,25,0,43,Dancing,March,Fall,Computers and technology,4,9,7,Graduate degree,Freeze time,Musician or singer,162,151
2018,12,FL,Male,16,70.47,72.44,26,119,Car,10,0,44,Swimming,May,Winter,History,7,6,3,Graduate degree,Invisibility,Sports person,179,184
2020,12,CA,Male,17,70.87,68.5,25.4,80,Car,8,0,57,Basketball,December,Winter,Physical education,6,8,4,Graduate degree,Invisibility,Actor,180,174
2018,12,TX,Female,18,60,48.82,17.78,68,Bus,10,0,62,Swimming,September,Winter,Computers and technology,8,12,6,High school,Telepathy,Friend,152.4,124
2018,12,PA,Female,17,63.78,60.63,10.5,40,Car,6,0,46,Gymnastics,July,Spring,English,6,5,4,Other,Telepathy,Relative,162,154
2020,12,SC,Female,14,60.63,59.84,22,70,Car,15,1,54,Dancing,March,Fall,Art,7,9,5,Graduate degree,Telepathy,Friend,154,152
2021,12,KS,Male,17,67.72,64.96,25,75,Car,7,0,40,Walking/Hiking,June,Fall,English,6,9,3,Undergraduate degree,Invisibility,Friend,172,165
2021,12,IN,Female,17,61.42,60.79,22,70,Bus,5,0,54,Athletics,December,Summer,English,6,4,3,Graduate degree,Fly,Religious figure,156,154.4
2018,12,NC,Male,17,72.44,72.83,27,95,Car,15,0,34,Football (American),August,Fall,History,7,9,5,Graduate degree,Freeze time,Relative,184,185
2019,12,GA,Female,17,62.01,59,23,70,Car,10,2,111,Cycling,April,Summer,English,6,9,4,Graduate degree,Freeze time,Other,157.5,149.86
2018,12,VA,Male,17,66.93,68.11,24,81,Car,10,0,40,Bowling,July,Winter,Social studies,9,8,4,Other,Invisibility,Friend,170,173
2021,12,AZ,Male,18,70,69.02,27,85,Car,15,1,61,Golf,July,Winter,Computers and technology,8,6,4,Undergraduate degree,Freeze time,Sports person,177.8,175.3
2018,12,MI,Female,16,61.02,62.99,27,66,Car,2,0,46,Lacrosse,February,Fall,English,7,10,4,Undergraduate degree,Telepathy,Relative,155,160
2019,12,IL,Male,17,73.23,77.95,30,110,Car,12,0,40,Basketball,February,Fall,History,7,10,4,Graduate degree,Fly,Coach or club leader,186,198
2019,12,PA,Female,17,63.78,66,23,90,Car,10,1,44,Walking/Hiking,August,Spring,Art,7,9,5,Graduate degree,Telepathy,Other,162,167.64
2019,9,PA,Female,14,61.42,61.42,22,85,Car,45,0,45,Soccer,June,Summer,Physical education,7,10,5,Graduate degree,Fly,Relative,156,156
2019,11,TX,Female,16,63.78,63.78,23.8,85,Car,15,1,43,Walking/Hiking,August,Fall,Art,5,7,6,Less than high school,Freeze time,Friend,162,162
2019,10,IL,Male,15,61.97,48,23,70,Bicycle,13,0,56,Athletics,January,Fall,Mathematics and statistics,9,7,4,Graduate degree,Fly,Other,157.4,121.92
2019,11,WA,Male,16,77.01,78.62,28,80,Bus,13,0,60,Basketball,November,Winter,English,7,8,5,High school,Freeze time,Sports person,195.6,199.7
2020,12,WA,Male,17,69.69,69.69,29,69,Car,5,0,50,Football (American),January,Summer,Physical education,9,9,2,Undergraduate degree,Fly,Politician,177,177
2019,12,CA,Female,17,60.24,60.63,22,65,Car,15,0,57,Other,June,Summer,History,7,8,4,Undergraduate degree,Fly,Relative,153,154
2018,12,CA,Female,17,66.54,66.14,21,65,Car,10,1,43,Other,May,Winter,Languages,6,11,5,Graduate degree,Telepathy,Relative,169,168
2021,9,MI,Female,15,64,63.39,22,70,Car,25,0,30,Swimming,October,Summer,Mathematics and statistics,7,9,4,Graduate degree,Freeze time,Sports person,162.56,161
2018,12,WI,Male,15,70.87,76.77,25,75,Bus,7,0,35,Martial Arts,April,Spring,Mathematics and statistics,8,10,4,Other,Freeze time,Actor,180,195
2020,12,IA,Male,17,68.98,64.96,26,76,Car,3,1,39,Gymnastics,September,Fall,History,8,10,4,Graduate degree,Fly,Actor,175.2,165
2018,9,TN,Male,14,68.9,66.14,27,63.5,Car,7,0,69,Basketball,August,Fall,Mathematics and statistics,8,7,4,Graduate degree,Super strength,Sports person,175,168
2018,12,IA,Female,16,62.6,59.84,24,73,Car,6,0,37,Tennis,March,Spring,History,6,8,2,Graduate degree,Telepathy,Doctor or nurse,159,152
2021,12,CA,Female,17,68.11,66.73,23,90,Walk,6,0,47,Rowing,August,Winter,History,5,7,4,Graduate degree,Super strength,Teacher,173,169.5
2019,12,WA,Male,18,75.59,74.02,33,120,Car,10,1,55,Baseball/Softball,October,Winter,Physical education,7,7,5,Other,Telepathy,Sports person,192,188
2022,12,NC,Male,19,66.93,68.11,25,86,Car,30,0,48,Football (American),March,Summer,Science,6,8,2,Graduate degree,Super strength,Sports person,170,173
2018,12,FL,Female,16,61.81,61.81,22,106,Car,15,0,38,Lacrosse,July,Fall,Other,5,11,3,Graduate degree,Invisibility,Coach or club leader,157,157
2018,12,TX,Male,16,67.72,67.32,26,70,Bus,30,0,37,None,January,Fall,Music,6,10,5,Graduate degree,Invisibility,Musician or singer,172,171
2020,12,WI,Female,17,66.14,65.35,26,80,Car,7,0,40,Other,July,Summer,Science,7,9,4,Undergraduate degree,Fly,Friend,168,166
2018,11,NE,Male,18,70.87,71.26,26.5,77,Car,8,0,37,Bowling,December,Fall,Music,8,7,3,Graduate degree,Freeze time,Other,180,181
2019,10,OR,Female,16,72.05,69.69,22,80,Car,10,1,47,Soccer,July,Winter,History,6,8,5,Graduate degree,Fly,Religious figure,183,177
2021,12,NC,Male,19,71.97,72.2,25,70,Car,5,0,49,Football (American),March,Winter,History,6,8,3,Some college,Super strength,Business person,182.8,183.4
2018,12,IA,Male,18,70.08,67.72,25,70,Car,6,0,42,Football (American),July,Fall,Science,8,7,4,Graduate degree,Freeze time,Sports person,178,172
2020,12,SC,Male,15,67.2,66.14,26,81.3,Car,10,0,58,Soccer,June,Fall,History,8,8,3,Graduate degree,Freeze time,Sports person,170.7,168
2018,12,CA,Female,17,63.78,62.2,23,65,Car,25,0,34,Tennis,January,Winter,Science,6,8,4,Graduate degree,Freeze time,Relative,162,158
2021,12,TN,Female,17,66.5,66.93,24.6,70,Car,12,0,40,Golf,April,Spring,Mathematics and statistics,7,9,4,Graduate degree,Fly,Friend,168.9,170
2022,11,SC,Female,18,63.98,64.13,20.32,76.2,Car,30,0,50,Basketball,April,Summer,Music,4,9,4,High school,Telepathy,Sports person,162.5,162.9
2021,12,WI,Male,18,70.98,70.31,30.5,68,Car,8,0,56,Athletics,September,Fall,Physical education,7,7,5,Some college,Super strength,Sports person,180.3,178.6
2020,10,AK,Female,16,63.46,64.96,24,80,Bus,35,0,42,Other,January,Summer,English,6,4,3,Some college,Telepathy,Relative,161.2,165
2019,9,GA,Female,14,66.93,61.02,23.5,69,Car,28,0,28,Swimming,April,Fall,Music,8,10,2,Undergraduate degree,Fly,Other,170,155
2019,12,MO,Male,18,70.47,70.08,28,105,Car,5,0,42,Football (American),August,Summer,Physical education,8,9,3,Graduate degree,Freeze time,Business person,179,178
2018,11,VA,Male,17,68.9,65,26,76.2,Car,15,0,42,Lacrosse,August,Summer,History,8,10,3,Graduate degree,Freeze time,Politician,175,165.1
2021,12,CA,Male,16,75.59,73.23,31.75,101.6,Car,10,0,46,Soccer,October,Winter,Mathematics and statistics,7,9,5,Other,Fly,Other,192,186
2020,11,NC,Female,17,70,67.99,24.13,76.2,Car,10,1,49,Soccer,May,Summer,Other,7,5,5,Undergraduate degree,Fly,Friend,177.8,172.7
2021,11,NY,Male,17,70.87,68.9,25,76,Railway,55,0,61,Other,August,Winter,Computers and technology,5.5,8,3,Graduate degree,Fly,Teacher,180,175
2021,12,TX,Female,17,61.81,61.81,23,60,Car,3,1,50,Gymnastics,December,Winter,Music,8,10,4,Graduate degree,Telepathy,Friend,157,157
2018,12,TN,Female,18,65,51.97,24,82,Car,8,0,39,Swimming,November,Summer,Mathematics and statistics,6,11,6,Some college,Invisibility,Religious figure,165.1,132
2021,12,WI,Male,17,67.72,73.62,30,85,Car,3,0,68,Athletics,March,Summer,Social studies,7,9,5,Undergraduate degree,Super strength,Relative,172,187
2018,11,SC,Female,16,60,59.06,22,70,Car,10,1,54,None,July,Summer,History,7.5,9,4,Some college,Freeze time,Relative,152.4,150
2021,9,MI,Female,14,64.17,64.57,24,75,Car,35,0,37,Skateboarding/Rollerblading,February,Fall,History,8,9,2,Some college,Telepathy,Other,163,164
2019,9,CA,Female,14,60.24,57.87,23,80,Car,7,0,24,Tennis,November,Fall,Science,6,9,4,Graduate degree,Telepathy,Relative,153,147
2018,12,PA,Female,17,68.11,66.54,24,76,Car,10,1,69,Other,March,Fall,English,6.5,8,4,Undergraduate degree,Fly,Actor,173,169
2018,10,NY,Male,16,62.99,63.39,25,97,Railway,30,0,39,Soccer,March,Summer,Science,7,10,5,Graduate degree,Telepathy,Other,160,161
2021,12,NY,Male,17,72.05,72.83,10.5,77,Walk,12,0,35,Basketball,July,Spring,Art,7,9,6,Graduate degree,Telepathy,Friend,183,185
2022,12,WA,Female,18,66.14,66.93,24,70,Car,8,1,73,Running/Jogging,September,Summer,Art,7,8,4,Graduate degree,Invisibility,Relative,168,170
2019,11,GA,Male,17,72.99,74.02,28.5,82.5,Bus,15,0,50,Basketball,December,Fall,Computers and technology,5,9,5,Graduate degree,Telepathy,Relative,185.4,188
2018,12,NC,Male,18,71.65,72.05,25,84,Walk,5,0,31,Running/Jogging,August,Spring,Science,5,10,2,Graduate degree,Freeze time,Teacher,182,183
2018,12,SC,Female,17,64.17,75,24,102,Car,35,0,34,Other,February,Fall,Music,8,10,3,Graduate degree,Fly,Teacher,163,190.5
2020,12,CA,Female,17,66.93,66.93,24,70,Car,20,0,38,None,November,Winter,Social studies,5,12,3,Graduate degree,Freeze time,Other,170,170
2019,12,CA,Female,17,60,47.99,23,50.8,Car,10,0,46,Dancing,October,Fall,Social studies,9,9,5,Graduate degree,Telepathy,Teacher,152.4,121.9
2019,12,CA,Female,16,66.14,62.2,23,90,Car,3,0,40,Tennis,December,Summer,Art,5,7,5,Graduate degree,Fly,Relative,168,158
2018,11,MO,Female,17,66.14,65.35,24,80,Car,3,0,39,Tennis,October,Fall,History,6.5,8,5,Undergraduate degree,Fly,Other,168,166
2021,12,NC,Male,16,72.05,74.41,28,80,Bus,15,0,35,Football (American),September,Spring,Other,6,8,4,Graduate degree,Freeze time,Actor,183,189
2021,12,ID,Female,19,66.93,66.93,28,77,Walk,12,0,33,Skateboarding/Rollerblading,April,Spring,Other,6,9,5,Graduate degree,Telepathy,Relative,170,170
2019,12,CA,Female,16,67.32,69.69,26.5,71,Car,18,0,55,Dancing,February,Winter,Other,5,8,3,Undergraduate degree,Fly,Actor,171,177
2018,9,CA,Male,14,65.35,64,24,70,Car,18,0,50,Tennis,July,Summer,Other,4,11,3,Graduate degree,Telepathy,Other,166,162.56
2021,12,NJ,Male,18,77.17,77.95,28,110,Car,40,0,34,Athletics,October,Spring,Computers and technology,6,10,4,Graduate degree,Freeze time,Relative,196,198
2020,12,AZ,Female,17,65.75,63.78,24,80,Car,10,0,62,Other,August,Spring,Music,8,8,7,Other,Telepathy,Community leader or elder,167,162
2020,12,IN,Male,17,70.87,71.26,26,80,Car,8,0,44,Swimming,October,Fall,Mathematics and statistics,6,9,3,Graduate degree,Fly,Teacher,180,181
2019,12,IN,Female,16,63.39,64.17,25,70,Car,5,0,46,Swimming,September,Fall,English,7,9,5,Graduate degree,Freeze time,Relative,161,163
2018,10,NC,Female,17,67,62.6,24,80,Car,5,0,40,Bowling,October,Fall,Physical education,10,12,3,Undergraduate degree,Telepathy,Relative,170.18,159
2020,12,CA,Female,16,64.57,68.11,23,76,Car,10,1,42,Swimming,April,Winter,Science,10,12,5,Other,Telepathy,Relative,164,173
2022,12,AL,Female,17,67.32,68.5,23,80,Car,5,1,40,Dancing,July,Summer,Physical education,6,9,3,Graduate degree,Telepathy,Coach or club leader,171,174
2019,12,MO,Female,17,66.5,66.93,23.5,80,Car,7,1,37,Dancing,July,Fall,English,8,9,4,Undergraduate degree,Telepathy,Sports person,168.91,170
